age,salary,experience_years,working_hours_per_week,performance_score,projects_completed,overtime_hours,distance_from_home_km,training_hours,absent_days,gender,education_level,job_role,department,city,company_type,work_mode,marital_status,has_certifications,promotion,job_satisfaction
26.0,19450.0,,49.0,4.79,15.0,29.0,15.5,147.0,8.0,Female,Master,HR,HR,Cairo,SME,Remote,Single,,1,High
27.0,30610.0,31.0,35.0,2.13,42.0,4.0,2.8,,14.0,Female,PhD,Designer,HR,Giza,Enterprise,Hybrid,Married,0.0,0,High
34.0,25061.0,25.0,59.0,4.26,0.0,29.0,38.8,20.0,23.0,,High School,Designer,IT,Alexandria,SME,,Single,0.0,0,Medium
29.0,18314.0,0.0,48.0,2.1,47.0,18.0,21.2,138.0,,Female,High School,Manager,Marketing,Tanta,Startup,Onsite,Married,,0,Medium
23.0,5090.0,,,,5.0,,3.4,9.0,1.0,Female,Master,Designer,AI,Tanta,Startup,Remote,Single,1.0,0,Medium
36.0,29852.0,5.0,25.0,4.25,14.0,18.0,1.7,13.0,9.0,Male,,Data Scientist,HR,Aswan,SME,Remote,Single,1.0,1,Medium
60.0,25454.0,13.0,24.0,2.8,32.0,8.0,47.8,184.0,9.0,Male,High School,Engineer,Marketing,Aswan,Startup,Remote,Married,1.0,0,Low
58.0,,,57.0,,6.0,4.0,42.8,108.0,,Female,PhD,Designer,HR,Aswan,Enterprise,Onsite,Married,0.0,0,Medium
46.0,34567.0,32.0,44.0,2.72,7.0,15.0,,118.0,,Female,PhD,Data Scientist,Finance,Cairo,Startup,Remote,Single,1.0,0,High
23.0,36823.0,24.0,47.0,3.45,41.0,,26.3,111.0,16.0,Female,Bachelor,Engineer,HR,Aswan,Enterprise,,Married,1.0,0,Medium
42.0,35007.0,39.0,20.0,2.05,29.0,6.0,29.2,175.0,13.0,Female,Master,Designer,AI,Alexandria,SME,Remote,Married,1.0,0,Medium
41.0,17141.0,17.0,33.0,1.95,,1.0,26.2,72.0,18.0,,High School,Manager,,Tanta,SME,Remote,Single,1.0,0,Low
42.0,15746.0,33.0,38.0,2.93,39.0,13.0,16.1,108.0,14.0,Male,,,HR,Cairo,SME,Hybrid,Single,1.0,0,Low
33.0,6347.0,11.0,50.0,1.14,44.0,21.0,20.1,109.0,14.0,Male,Bachelor,,Operations,Tanta,SME,Remote,Married,1.0,0,High
33.0,12361.0,,34.0,3.57,13.0,0.0,9.9,157.0,14.0,Female,PhD,HR,Finance,Alexandria,Enterprise,Onsite,Married,1.0,0,Low
23.0,7101.0,23.0,38.0,4.29,,7.0,2.6,142.0,7.0,Female,PhD,Engineer,HR,Giza,Enterprise,Remote,Married,1.0,1,Medium
54.0,38947.0,32.0,57.0,,25.0,16.0,8.6,80.0,25.0,Male,Bachelor,Manager,Finance,Alexandria,SME,Remote,Married,1.0,0,High
38.0,35668.0,14.0,51.0,2.88,,26.0,,53.0,13.0,Male,PhD,Engineer,IT,Tanta,Startup,Onsite,Married,1.0,0,Low
,32610.0,31.0,,3.26,33.0,18.0,22.2,160.0,0.0,Male,Master,HR,IT,Mansoura,SME,,Married,0.0,0,Low
51.0,20747.0,16.0,56.0,1.1,29.0,5.0,33.4,15.0,0.0,Male,High School,Data Scientist,HR,Mansoura,SME,Remote,Single,0.0,0,High
,18009.0,34.0,45.0,4.65,29.0,13.0,9.9,82.0,16.0,Female,PhD,Sales,,Aswan,SME,Remote,Married,0.0,0,Low
55.0,26651.0,,44.0,3.23,28.0,7.0,,50.0,4.0,Female,PhD,Manager,IT,Cairo,Enterprise,Remote,Married,0.0,0,Low
58.0,4056.0,12.0,59.0,2.27,36.0,10.0,16.9,193.0,12.0,Female,High School,Engineer,IT,Tanta,SME,Onsite,Single,,0,Low
45.0,35910.0,8.0,27.0,2.17,43.0,13.0,6.9,56.0,22.0,Female,PhD,Engineer,IT,Alexandria,Enterprise,Hybrid,Married,0.0,0,High
34.0,,9.0,23.0,3.64,24.0,,7.3,3.0,13.0,Male,High School,Data Scientist,Marketing,Aswan,SME,,Married,0.0,0,High
31.0,24215.0,0.0,50.0,3.34,3.0,16.0,,,19.0,Male,Bachelor,Engineer,Marketing,Cairo,Startup,Onsite,Single,0.0,0,Medium
24.0,30349.0,33.0,51.0,1.75,0.0,11.0,6.8,37.0,15.0,Female,Bachelor,HR,Finance,Alexandria,,Onsite,Married,1.0,0,High
39.0,33375.0,36.0,53.0,2.64,7.0,25.0,28.1,135.0,14.0,Male,PhD,Engineer,HR,Giza,,Remote,Single,1.0,0,Medium
18.0,,24.0,22.0,3.7,1.0,3.0,10.3,57.0,8.0,Male,High School,HR,Marketing,Tanta,Startup,Onsite,Married,0.0,0,Medium
46.0,38249.0,21.0,45.0,2.19,16.0,18.0,43.4,151.0,21.0,Male,PhD,HR,AI,Mansoura,SME,Remote,Single,1.0,0,Medium
48.0,13082.0,9.0,23.0,3.04,40.0,26.0,3.4,30.0,,Male,High School,Data Scientist,IT,Mansoura,SME,Hybrid,Married,0.0,0,Low
47.0,22509.0,25.0,21.0,,,16.0,20.0,148.0,,Male,Master,Designer,Operations,Cairo,Startup,Onsite,Married,0.0,0,Medium
32.0,10050.0,18.0,38.0,1.29,48.0,4.0,38.3,77.0,5.0,Male,PhD,Sales,HR,Giza,Enterprise,Hybrid,,1.0,0,High
35.0,14414.0,39.0,42.0,2.55,22.0,28.0,37.7,70.0,27.0,Male,Master,Data Scientist,Finance,Mansoura,Startup,Onsite,Single,0.0,0,
52.0,39918.0,3.0,44.0,3.93,20.0,29.0,8.1,66.0,17.0,,Master,Data Scientist,IT,Alexandria,SME,,Married,0.0,0,
47.0,18876.0,39.0,26.0,1.86,28.0,23.0,10.6,,2.0,Male,Master,,IT,Aswan,SME,Onsite,Married,1.0,0,High
51.0,10004.0,4.0,27.0,4.02,4.0,13.0,27.8,27.0,,,High School,Designer,,Aswan,SME,Hybrid,Married,0.0,0,Low
,12198.0,28.0,22.0,3.68,31.0,6.0,34.5,107.0,13.0,Female,High School,Sales,Operations,Cairo,SME,Hybrid,Single,1.0,0,
28.0,30766.0,37.0,42.0,3.03,20.0,2.0,37.9,,24.0,Male,,Sales,HR,Alexandria,Startup,Onsite,Married,0.0,0,Medium
44.0,36988.0,4.0,52.0,4.89,8.0,4.0,31.4,140.0,19.0,Female,Master,Engineer,AI,,Enterprise,Hybrid,Married,0.0,0,Medium
41.0,4797.0,0.0,47.0,4.53,6.0,4.0,,58.0,13.0,Female,High School,Data Scientist,Finance,Cairo,Startup,Hybrid,Married,,0,
52.0,16165.0,27.0,,3.25,,7.0,22.6,180.0,14.0,Female,PhD,Designer,Operations,Mansoura,Startup,Hybrid,Married,1.0,0,Low
,22255.0,18.0,54.0,3.23,14.0,21.0,28.5,,21.0,,PhD,HR,Finance,Giza,Enterprise,Onsite,Single,0.0,0,High
25.0,7612.0,35.0,53.0,2.11,24.0,2.0,22.2,37.0,12.0,Male,Bachelor,Designer,,Mansoura,Startup,Remote,Single,0.0,0,Low
35.0,28280.0,0.0,49.0,4.68,47.0,,38.3,136.0,0.0,Female,High School,Designer,IT,,Enterprise,Hybrid,Married,0.0,0,Medium
30.0,34528.0,28.0,55.0,4.58,15.0,0.0,,192.0,22.0,Male,High School,Data Scientist,Finance,Mansoura,SME,Remote,Married,1.0,1,Low
62.0,13283.0,35.0,33.0,,19.0,1.0,13.4,71.0,5.0,Male,Master,Manager,HR,Alexandria,Enterprise,Onsite,Single,1.0,0,Medium
,7953.0,31.0,28.0,1.51,44.0,,42.0,149.0,22.0,Female,Master,Manager,IT,Aswan,,Hybrid,Single,0.0,0,Low
40.0,23698.0,13.0,,3.81,36.0,14.0,36.0,25.0,25.0,Male,High School,HR,HR,Giza,SME,Onsite,Married,1.0,1,Low
29.0,25016.0,31.0,47.0,,33.0,13.0,37.0,62.0,18.0,Female,PhD,Data Scientist,,Alexandria,,Remote,Single,0.0,0,High
47.0,16248.0,8.0,33.0,1.76,4.0,12.0,5.9,91.0,16.0,Male,PhD,,AI,Alexandria,SME,Onsite,Married,0.0,0,Low
,20276.0,18.0,34.0,,32.0,11.0,24.7,60.0,20.0,Male,Bachelor,Engineer,Operations,Mansoura,Enterprise,Remote,Married,0.0,0,Medium
45.0,34008.0,,56.0,4.84,0.0,28.0,28.7,56.0,21.0,Male,Bachelor,HR,HR,Aswan,SME,Remote,Married,0.0,0,Medium
,35213.0,3.0,43.0,1.44,47.0,17.0,39.2,20.0,25.0,Female,Master,Engineer,IT,Giza,,Onsite,Single,0.0,0,High
61.0,20355.0,,53.0,1.66,48.0,1.0,21.7,91.0,3.0,Male,Bachelor,HR,HR,,SME,Remote,Single,1.0,0,High
45.0,,16.0,22.0,1.88,6.0,25.0,27.5,81.0,7.0,Female,Master,Engineer,Operations,Aswan,SME,Hybrid,Single,0.0,0,
30.0,18139.0,7.0,42.0,4.85,41.0,6.0,12.7,,10.0,Female,PhD,Designer,Finance,Cairo,SME,Hybrid,Married,1.0,1,Medium
42.0,,0.0,39.0,3.79,3.0,9.0,41.8,92.0,18.0,Male,High School,Designer,,Alexandria,Startup,Hybrid,Married,1.0,0,Medium
61.0,,1.0,34.0,3.71,3.0,19.0,45.8,11.0,26.0,Male,Master,,IT,Giza,SME,Remote,Single,,0,Low
63.0,23096.0,9.0,35.0,3.02,44.0,24.0,,,7.0,Male,High School,Designer,HR,Giza,Startup,Remote,Married,1.0,0,Medium
24.0,33117.0,26.0,26.0,3.15,12.0,22.0,22.4,45.0,14.0,Female,PhD,Designer,Marketing,Aswan,Startup,Remote,Married,1.0,0,Medium
62.0,6417.0,,52.0,2.16,34.0,25.0,17.1,117.0,20.0,Female,Master,Designer,Finance,Mansoura,Startup,Hybrid,Single,0.0,0,Medium
23.0,9445.0,12.0,38.0,1.62,42.0,,14.1,93.0,,Male,Bachelor,Engineer,AI,Mansoura,,Onsite,Married,1.0,0,Low
41.0,8417.0,10.0,37.0,4.12,,5.0,28.1,5.0,28.0,Female,PhD,Manager,Operations,Alexandria,SME,Hybrid,Married,1.0,1,Low
36.0,18494.0,13.0,37.0,2.88,42.0,3.0,,147.0,26.0,Female,PhD,Engineer,HR,,Startup,Onsite,Single,0.0,0,High
36.0,16302.0,31.0,,2.02,49.0,,29.9,117.0,24.0,Male,,Sales,Operations,Giza,SME,Hybrid,Married,0.0,0,Low
53.0,39427.0,15.0,22.0,3.53,45.0,12.0,,160.0,4.0,Female,PhD,Data Scientist,HR,Aswan,Startup,,Single,,1,Low
26.0,35098.0,28.0,,1.84,10.0,4.0,35.0,28.0,26.0,Male,,Data Scientist,HR,Alexandria,Startup,Remote,Single,0.0,0,High
53.0,31803.0,37.0,35.0,2.96,12.0,7.0,12.1,180.0,10.0,Male,PhD,Sales,HR,,Startup,Remote,,1.0,0,High
55.0,32164.0,33.0,42.0,1.76,42.0,27.0,35.4,186.0,3.0,Male,High School,Designer,AI,Cairo,SME,Remote,,1.0,0,High
57.0,37925.0,25.0,42.0,4.04,30.0,7.0,1.8,53.0,12.0,Male,Master,Engineer,HR,Mansoura,Startup,Remote,Married,1.0,1,Low
46.0,,4.0,34.0,2.28,,28.0,27.2,180.0,19.0,Female,Bachelor,HR,IT,Alexandria,SME,Onsite,Married,1.0,0,High
41.0,14389.0,18.0,28.0,2.77,41.0,26.0,42.4,112.0,16.0,Female,,Manager,IT,Alexandria,Startup,Hybrid,Married,1.0,0,
22.0,16490.0,38.0,59.0,4.02,5.0,,36.7,162.0,22.0,Male,Master,Sales,HR,Tanta,Enterprise,Remote,Single,1.0,1,High
59.0,9044.0,27.0,57.0,3.64,37.0,13.0,42.7,25.0,3.0,Male,,HR,Finance,Tanta,SME,Onsite,Single,,1,Medium
62.0,,,37.0,2.6,49.0,,8.3,22.0,21.0,Male,High School,Engineer,Finance,Giza,Enterprise,Hybrid,Single,,0,Low
43.0,30844.0,16.0,57.0,1.28,10.0,27.0,36.2,164.0,6.0,Male,Master,,HR,Alexandria,Enterprise,Onsite,Married,1.0,0,Low
31.0,24604.0,36.0,,4.69,20.0,10.0,24.0,154.0,21.0,Male,Master,,HR,Alexandria,Enterprise,Hybrid,Single,0.0,1,High
56.0,30560.0,18.0,56.0,1.03,25.0,24.0,16.8,175.0,10.0,Female,High School,Engineer,HR,,Enterprise,Onsite,Married,1.0,0,Low
46.0,3572.0,26.0,25.0,3.94,14.0,22.0,18.4,175.0,1.0,,Bachelor,Engineer,HR,Tanta,Startup,Remote,Married,1.0,1,Medium
23.0,4206.0,11.0,40.0,4.78,23.0,9.0,6.0,150.0,24.0,Female,High School,Engineer,Marketing,Cairo,SME,,Single,0.0,1,High
24.0,16096.0,2.0,49.0,2.23,17.0,6.0,35.2,37.0,15.0,,Bachelor,HR,IT,Giza,Startup,Remote,Married,,0,Medium
54.0,32550.0,3.0,47.0,1.3,7.0,12.0,32.0,177.0,29.0,Female,Master,Data Scientist,Finance,Giza,Startup,Hybrid,Married,1.0,0,High
35.0,38228.0,10.0,,2.0,40.0,21.0,8.5,157.0,4.0,Female,Master,Designer,IT,Cairo,SME,,Single,0.0,0,Low
40.0,23389.0,33.0,38.0,2.25,34.0,8.0,27.7,50.0,11.0,Female,High School,Sales,HR,Cairo,SME,Onsite,Married,,0,High
61.0,21997.0,17.0,33.0,2.81,27.0,7.0,7.4,,,Male,Bachelor,Designer,,Mansoura,SME,Hybrid,Single,1.0,0,Low
55.0,37483.0,34.0,20.0,3.1,28.0,16.0,,106.0,1.0,Female,,Designer,Finance,Alexandria,,Onsite,Married,1.0,0,
18.0,24629.0,17.0,46.0,3.9,46.0,23.0,3.2,17.0,0.0,,,Designer,IT,Tanta,Startup,Onsite,,0.0,1,Low
21.0,,5.0,51.0,4.6,45.0,13.0,31.4,49.0,10.0,Male,Master,HR,IT,Aswan,SME,Onsite,Single,0.0,1,High
61.0,20060.0,33.0,48.0,2.86,1.0,17.0,1.6,191.0,19.0,Female,PhD,Sales,AI,Tanta,Startup,Hybrid,Single,0.0,0,Medium
64.0,17605.0,32.0,50.0,3.99,17.0,8.0,13.8,82.0,3.0,Female,Bachelor,Designer,Operations,Mansoura,Enterprise,Remote,Married,,1,Low
52.0,38281.0,,44.0,1.51,0.0,21.0,14.1,108.0,24.0,Female,Bachelor,,Finance,Alexandria,SME,Onsite,,1.0,0,Low
40.0,12333.0,19.0,26.0,2.32,1.0,20.0,37.7,63.0,17.0,Female,PhD,Designer,Marketing,Aswan,SME,Hybrid,Married,1.0,0,High
44.0,,19.0,58.0,1.47,44.0,22.0,23.1,169.0,16.0,Male,High School,Manager,Operations,Giza,Enterprise,Remote,,1.0,0,Low
43.0,16923.0,17.0,35.0,3.77,44.0,26.0,29.1,170.0,7.0,Male,Master,HR,AI,Alexandria,Enterprise,Hybrid,Single,0.0,1,High
25.0,37799.0,26.0,30.0,4.63,13.0,28.0,13.2,0.0,27.0,,High School,Manager,IT,Aswan,Startup,Hybrid,Married,0.0,1,High
60.0,,4.0,37.0,4.56,27.0,14.0,27.8,172.0,10.0,Female,Master,Engineer,Finance,Mansoura,Enterprise,Remote,Single,1.0,1,Low
,8322.0,6.0,24.0,2.31,43.0,15.0,8.3,195.0,19.0,Female,PhD,Manager,Finance,,Startup,Hybrid,Single,1.0,0,Low
58.0,36823.0,21.0,21.0,1.94,20.0,19.0,49.6,80.0,1.0,,Bachelor,Manager,IT,Aswan,SME,Hybrid,Single,0.0,0,Medium
20.0,34076.0,33.0,29.0,2.1,19.0,8.0,26.3,164.0,23.0,Female,PhD,Data Scientist,Marketing,Cairo,Startup,Hybrid,Single,,0,Low
49.0,16833.0,,45.0,2.15,33.0,9.0,44.1,69.0,12.0,Male,High School,Designer,Marketing,Mansoura,SME,Onsite,Single,1.0,0,Medium
22.0,21134.0,31.0,43.0,1.33,33.0,13.0,,103.0,12.0,Male,High School,Engineer,,Mansoura,Enterprise,,Married,0.0,0,Low
37.0,10575.0,23.0,45.0,1.53,45.0,11.0,29.9,107.0,15.0,Male,PhD,HR,HR,Cairo,Startup,Remote,Married,1.0,0,Low
31.0,14363.0,15.0,35.0,1.86,38.0,7.0,33.9,113.0,23.0,Male,PhD,Data Scientist,Operations,Giza,SME,Onsite,Single,1.0,0,Medium
49.0,25771.0,13.0,44.0,1.03,3.0,16.0,39.7,120.0,,Male,Bachelor,Engineer,IT,Tanta,SME,Hybrid,Single,0.0,0,Low
43.0,,38.0,57.0,,42.0,16.0,24.8,30.0,19.0,Male,PhD,,HR,,Enterprise,Remote,Married,1.0,0,Low
64.0,38780.0,6.0,25.0,3.79,27.0,18.0,2.8,37.0,9.0,Male,High School,HR,Operations,Giza,SME,Onsite,Single,1.0,1,High
23.0,22812.0,11.0,31.0,3.48,,23.0,13.8,21.0,25.0,Male,Bachelor,Engineer,Marketing,Alexandria,Enterprise,Hybrid,Married,0.0,0,High
53.0,25847.0,19.0,28.0,4.78,0.0,23.0,14.8,114.0,,Male,Bachelor,Engineer,,Giza,Enterprise,Remote,Married,1.0,1,Low
57.0,8138.0,32.0,27.0,2.61,44.0,17.0,16.6,172.0,20.0,Male,Bachelor,,AI,Alexandria,Enterprise,Onsite,Married,0.0,0,Low
,27932.0,5.0,50.0,2.78,7.0,12.0,5.5,162.0,0.0,Female,High School,Sales,,Alexandria,SME,Hybrid,Married,1.0,0,High
30.0,,39.0,51.0,1.27,15.0,16.0,1.0,123.0,14.0,Female,High School,Manager,AI,Aswan,Enterprise,Onsite,Married,0.0,0,Low
49.0,29199.0,26.0,26.0,1.61,47.0,3.0,26.5,92.0,21.0,Male,Master,Data Scientist,Finance,Tanta,Enterprise,Onsite,,1.0,0,
33.0,29241.0,12.0,51.0,3.77,44.0,29.0,37.1,23.0,16.0,Male,High School,Designer,Finance,,Startup,Hybrid,Single,1.0,0,
18.0,10951.0,4.0,,1.94,30.0,17.0,12.3,189.0,17.0,Male,Master,Designer,Finance,Mansoura,,Onsite,Married,1.0,0,Low
30.0,16837.0,23.0,,4.09,6.0,20.0,35.0,16.0,24.0,Female,Bachelor,Data Scientist,,,Startup,Hybrid,Single,1.0,1,Low
,15688.0,9.0,47.0,3.82,4.0,29.0,36.8,172.0,,Male,PhD,Manager,,,Enterprise,Hybrid,Married,0.0,0,
25.0,12787.0,,,3.99,1.0,27.0,21.2,63.0,10.0,Female,High School,Designer,Operations,,Enterprise,Onsite,,1.0,1,Medium
42.0,37757.0,8.0,50.0,3.76,40.0,22.0,26.7,49.0,19.0,Female,Bachelor,Manager,,Cairo,Enterprise,Remote,,1.0,0,Medium
57.0,28104.0,34.0,29.0,3.83,47.0,9.0,16.4,22.0,15.0,Male,Master,Sales,HR,,Startup,Hybrid,Married,0.0,0,Medium
49.0,,11.0,21.0,3.19,3.0,26.0,19.4,73.0,10.0,Female,Bachelor,Data Scientist,IT,Cairo,SME,Onsite,Married,0.0,0,Medium
41.0,34269.0,10.0,23.0,3.71,9.0,,29.9,116.0,24.0,Male,PhD,Manager,AI,Alexandria,SME,Remote,Single,1.0,0,Medium
45.0,3063.0,35.0,41.0,3.1,34.0,9.0,18.7,100.0,15.0,Male,High School,Engineer,HR,Alexandria,SME,,Married,1.0,0,High
31.0,15152.0,7.0,47.0,1.82,,4.0,25.6,154.0,18.0,,High School,Designer,IT,,Startup,Remote,Single,1.0,0,High
62.0,22196.0,9.0,29.0,1.87,38.0,0.0,37.4,147.0,0.0,Female,High School,Engineer,Finance,Alexandria,Startup,Hybrid,Married,0.0,0,
20.0,39795.0,13.0,21.0,2.62,2.0,,,139.0,20.0,Male,Master,Designer,IT,Tanta,SME,Hybrid,Married,1.0,0,High
53.0,17959.0,29.0,50.0,1.06,42.0,9.0,44.7,165.0,27.0,Male,PhD,Data Scientist,Operations,Cairo,SME,Onsite,Single,0.0,0,High
44.0,35869.0,0.0,42.0,4.56,44.0,27.0,45.8,57.0,23.0,Male,High School,Data Scientist,Marketing,Alexandria,Enterprise,Onsite,Married,0.0,1,High
37.0,34280.0,11.0,35.0,2.07,25.0,4.0,45.6,197.0,21.0,Female,PhD,Manager,IT,Mansoura,Startup,Remote,Married,1.0,0,High
64.0,30924.0,4.0,28.0,1.21,16.0,21.0,12.8,181.0,13.0,Male,PhD,Data Scientist,HR,Alexandria,SME,Onsite,Single,0.0,0,Medium
32.0,30467.0,,25.0,2.7,41.0,8.0,47.4,193.0,19.0,Male,Bachelor,Data Scientist,Finance,Cairo,Enterprise,Remote,Married,,0,Low
44.0,19056.0,35.0,44.0,4.26,7.0,28.0,11.9,127.0,9.0,Male,High School,Data Scientist,Operations,Cairo,SME,Remote,Married,1.0,1,Medium
62.0,6135.0,16.0,,2.59,29.0,16.0,43.3,195.0,16.0,Male,Bachelor,HR,Operations,Aswan,Enterprise,,Married,0.0,0,High
,20564.0,21.0,31.0,2.05,7.0,,,93.0,13.0,Female,Bachelor,HR,HR,Cairo,Startup,Hybrid,Married,1.0,0,High
45.0,30462.0,30.0,43.0,3.18,28.0,26.0,,,0.0,Male,PhD,HR,AI,Alexandria,Enterprise,Remote,Married,1.0,0,Low
42.0,5728.0,25.0,46.0,3.3,17.0,4.0,49.1,189.0,21.0,Male,Master,Engineer,IT,Aswan,Enterprise,Hybrid,Single,0.0,0,Low
59.0,10631.0,12.0,22.0,4.04,23.0,0.0,43.9,188.0,,Female,High School,Engineer,AI,Giza,Enterprise,Hybrid,,1.0,1,Low
61.0,13884.0,2.0,,4.2,8.0,29.0,41.0,159.0,20.0,Male,High School,Data Scientist,Marketing,Cairo,Enterprise,Onsite,Married,1.0,1,Low
63.0,27974.0,10.0,49.0,3.82,,,11.1,5.0,,,Master,Designer,,Aswan,Enterprise,Remote,Married,0.0,0,Low
50.0,38641.0,4.0,31.0,,43.0,0.0,43.1,57.0,6.0,Male,PhD,Data Scientist,HR,Tanta,Startup,Remote,Married,1.0,0,Medium
63.0,39036.0,37.0,59.0,1.01,,9.0,9.1,192.0,4.0,,PhD,Designer,HR,Giza,SME,,Single,1.0,0,High
,22078.0,3.0,41.0,4.91,36.0,,26.1,105.0,3.0,Male,Master,HR,AI,Alexandria,Enterprise,Remote,Single,1.0,1,High
,13274.0,31.0,34.0,2.06,18.0,2.0,25.6,,15.0,Female,PhD,Manager,IT,Alexandria,Enterprise,Remote,Single,1.0,0,High
31.0,21851.0,9.0,47.0,,4.0,26.0,26.4,117.0,19.0,Male,,Sales,Operations,Alexandria,SME,Hybrid,Single,0.0,0,Low
18.0,6959.0,9.0,36.0,3.93,35.0,16.0,36.4,28.0,16.0,Male,PhD,Engineer,,Alexandria,SME,Remote,Single,0.0,0,Medium
33.0,26224.0,17.0,44.0,3.33,23.0,24.0,20.4,116.0,29.0,Female,High School,Engineer,IT,Tanta,Enterprise,Remote,Single,0.0,0,High
35.0,,22.0,22.0,2.85,33.0,27.0,23.4,7.0,1.0,Male,,Manager,IT,,SME,Hybrid,Married,0.0,0,Low
,29965.0,17.0,55.0,1.47,,22.0,33.3,125.0,7.0,,Bachelor,HR,,Cairo,SME,Onsite,Single,0.0,0,High
32.0,33558.0,34.0,50.0,,7.0,9.0,34.4,54.0,6.0,Female,High School,HR,Operations,Mansoura,Startup,Hybrid,Married,0.0,0,High
41.0,18690.0,2.0,,3.81,45.0,,22.4,42.0,19.0,Male,High School,Manager,HR,Tanta,Enterprise,Onsite,Single,1.0,1,Low
30.0,36447.0,0.0,47.0,1.5,3.0,8.0,3.6,181.0,27.0,Female,Master,Designer,AI,Giza,Enterprise,Onsite,Married,1.0,0,Low
26.0,20131.0,16.0,50.0,2.74,43.0,10.0,13.7,,0.0,Male,PhD,Engineer,Finance,Giza,Enterprise,Hybrid,Married,,0,High
32.0,30429.0,,39.0,3.94,37.0,12.0,47.3,139.0,3.0,,High School,Sales,IT,Mansoura,Startup,Onsite,Single,1.0,1,Medium
52.0,20705.0,10.0,40.0,4.69,7.0,26.0,46.4,196.0,11.0,Female,Bachelor,Data Scientist,IT,,Startup,Remote,Single,0.0,0,Medium
41.0,25246.0,13.0,46.0,4.49,8.0,8.0,32.8,146.0,14.0,Female,Master,HR,Operations,Mansoura,Enterprise,Remote,Single,1.0,1,Medium
50.0,7789.0,27.0,38.0,4.46,40.0,25.0,10.1,,24.0,,PhD,Data Scientist,HR,Alexandria,Enterprise,Hybrid,Single,1.0,1,Low
,3533.0,38.0,55.0,2.43,47.0,20.0,5.7,75.0,,Female,Bachelor,Sales,AI,Tanta,SME,,Married,1.0,0,High
25.0,31776.0,,31.0,4.71,,11.0,47.5,109.0,19.0,Male,PhD,Data Scientist,Finance,Tanta,Enterprise,Onsite,Single,1.0,1,Medium
46.0,21725.0,10.0,54.0,3.73,30.0,6.0,43.8,4.0,16.0,Female,PhD,Engineer,AI,Alexandria,SME,Onsite,Single,0.0,0,High
,9694.0,39.0,52.0,4.55,30.0,21.0,,146.0,9.0,Female,PhD,Sales,HR,Tanta,SME,Hybrid,Married,0.0,1,
62.0,8006.0,3.0,55.0,1.36,39.0,21.0,31.9,1.0,13.0,Female,PhD,Designer,IT,Alexandria,Enterprise,Onsite,Married,0.0,0,Medium
48.0,,5.0,42.0,1.16,6.0,2.0,45.8,163.0,28.0,Female,Bachelor,Manager,HR,Aswan,Enterprise,Hybrid,Married,1.0,0,Low
,,37.0,32.0,2.72,,11.0,7.8,136.0,23.0,Female,Bachelor,Designer,Finance,Aswan,Startup,Hybrid,Married,0.0,0,High
31.0,27362.0,,49.0,4.31,12.0,25.0,32.2,122.0,8.0,Male,High School,Engineer,Marketing,Tanta,SME,Remote,Single,0.0,1,High
47.0,7485.0,30.0,,2.63,4.0,12.0,46.1,199.0,14.0,,,Manager,AI,Aswan,SME,Hybrid,Single,0.0,0,Low
56.0,4235.0,1.0,39.0,4.54,17.0,21.0,42.0,30.0,11.0,Male,Master,Manager,AI,Mansoura,SME,Hybrid,Single,1.0,1,High
44.0,34983.0,24.0,25.0,1.94,6.0,9.0,15.1,46.0,18.0,Female,High School,Engineer,IT,Alexandria,Startup,Remote,Married,1.0,0,High
64.0,27039.0,10.0,50.0,1.16,,5.0,,93.0,12.0,Male,Master,HR,AI,Aswan,,Onsite,Married,0.0,0,Medium
33.0,33416.0,39.0,38.0,4.05,41.0,20.0,11.0,183.0,17.0,Female,Bachelor,Data Scientist,HR,,Startup,Onsite,Married,0.0,0,High
23.0,4145.0,20.0,22.0,3.5,14.0,27.0,11.2,13.0,20.0,Male,Bachelor,Engineer,,Cairo,Enterprise,Remote,Single,0.0,0,Low
,26804.0,,29.0,2.76,48.0,,5.7,186.0,0.0,Male,Master,HR,Marketing,,SME,Onsite,Single,1.0,0,Medium
61.0,4475.0,1.0,29.0,4.38,44.0,25.0,,22.0,19.0,Male,High School,Designer,Marketing,Giza,SME,Onsite,Single,0.0,0,Low
35.0,13047.0,10.0,40.0,4.3,32.0,4.0,38.3,70.0,21.0,Female,Master,Sales,IT,Giza,SME,Onsite,Single,,0,
33.0,15156.0,23.0,21.0,2.3,30.0,29.0,14.5,20.0,29.0,Female,Master,Sales,HR,Cairo,Startup,Hybrid,Married,0.0,0,Medium
29.0,33421.0,23.0,58.0,4.35,8.0,,43.6,199.0,6.0,Female,Master,,Operations,Alexandria,Enterprise,Onsite,Single,1.0,1,Medium
37.0,30955.0,20.0,49.0,2.38,18.0,27.0,43.0,195.0,11.0,Male,Master,Data Scientist,Finance,Alexandria,SME,Hybrid,Married,,0,Low
62.0,25063.0,24.0,47.0,3.49,5.0,12.0,6.7,199.0,17.0,Male,Master,Designer,,,SME,Remote,Married,1.0,0,Medium
57.0,24799.0,3.0,,,35.0,19.0,27.1,104.0,28.0,,Master,Sales,Operations,Giza,SME,Remote,Single,0.0,0,Low
46.0,24322.0,39.0,33.0,2.06,31.0,24.0,37.2,74.0,9.0,Male,Master,Engineer,,Aswan,Enterprise,,Single,0.0,0,Low
